property_id,source_name,sentiment_score,sentiment_label,zero_shot_fraud_score,linguistic_score,fraud_score,risk_level,fraud_flags,tabular_model_version,mistral_explanation
tunisieannonce_b9c0cca6a6d0,tunisieannonce,0.5963,negative,0.3152,0.2,39.88,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_bae8f9e80dc3,tunisieannonce,0.0,positive,0.3443,0.0,12.05,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_ba2ed486b646,tunisieannonce,0.0,positive,0.2053,0.75,25.94,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_baf74652c7a0,tunisieannonce,0.0,positive,0.3241,0.55,25.09,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_be647a409cd8,tunisieannonce,0.3426,negative,0.341,0.0,25.64,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_ba24549afa8f,tunisieannonce,0.0,positive,0.3148,0.0,11.02,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_bb08906b6e5f,tunisieannonce,0.0,positive,0.2572,0.5,21.5,suspect,"['urgency_detected', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_baede9316909,tunisieannonce,0.0,positive,0.4134,0.0,14.47,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_bae4cc19facb,tunisieannonce,0.0,positive,0.3583,0.55,26.29,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_bfdb8c005f69,tunisieannonce,0.0,positive,0.334,0.0,11.69,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_bb86f131a14c,tunisieannonce,0.4329,negative,0.3368,0.55,42.85,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_bb37955c6db6,tunisieannonce,0.0,positive,0.2796,0.0,9.79,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_bb7774a57fb9,tunisieannonce,0.0,positive,0.3991,0.55,27.72,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_bb94af359273,tunisieannonce,0.5157,negative,0.3542,0.25,39.28,suspect,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_bb0a01144f78,tunisieannonce,0.0,positive,0.309,0.25,17.07,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_bb60ae92cc53,tunisieannonce,0.0,positive,0.3446,0.5,24.56,suspect,"['urgency_detected', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_bb4f5c97bedb,tunisieannonce,0.0,positive,0.327,0.55,25.2,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_bb7cbf02a8c4,tunisieannonce,0.0,positive,0.3516,0.2,17.31,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_bc685c9fdb76,tunisieannonce,0.2633,negative,0.3928,0.2,29.28,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_bccf783b8b4f,tunisieannonce,0.0,positive,0.3376,0.3,19.32,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_bbd3f3d62188,tunisieannonce,0.0,positive,0.3134,0.0,10.97,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_bbfaf4480f90,tunisieannonce,0.0,positive,0.4224,0.25,21.03,suspect,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_bc2240795d60,tunisieannonce,0.3535,negative,0.3934,0.0,27.91,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_bbc24f0ba468,tunisieannonce,0.0,positive,0.2476,0.2,13.67,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_bc9fa0218254,tunisieannonce,0.0,positive,0.3462,0.55,25.87,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_bc176c1143ae,tunisieannonce,0.0,positive,0.3795,0.0,13.28,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_bd6fced40db5,tunisieannonce,0.2462,negative,0.3369,0.2,26.64,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_bd880a7b7baa,tunisieannonce,0.0,positive,0.3807,0.3,20.82,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_bdabf3d1438b,tunisieannonce,0.4939,negative,0.3119,0.45,41.92,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_bdb0ae4322f3,tunisieannonce,0.0,positive,0.3331,0.55,25.41,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_bdc26f44286d,tunisieannonce,0.3628,negative,0.3388,0.25,32.62,suspect,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_bd7082879374,tunisieannonce,0.2555,negative,0.3726,0.2,28.26,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_be4ec2cd6195,tunisieannonce,0.0,positive,0.3755,0.2,18.14,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_bde39a53b63d,tunisieannonce,0.0802,neutral,0.3645,0.2,20.97,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_be6409751c52,tunisieannonce,0.0,positive,0.1271,0.0,4.45,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_be5f2a5504e4,tunisieannonce,0.2434,negative,0.3995,0.2,28.72,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_bdc5bfd2276b,tunisieannonce,0.0,positive,0.3769,0.45,24.44,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_c249e4c94009,tunisieannonce,0.0,positive,0.3597,0.2,17.59,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_bdf1b4af19ba,tunisieannonce,0.0,positive,0.346,0.0,12.11,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_bde64b05195c,tunisieannonce,0.0,positive,0.328,0.55,25.23,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_be26e4cf7851,tunisieannonce,0.0,positive,0.4255,0.75,33.64,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_bee433ebe4cf,tunisieannonce,0.0,positive,0.3488,0.55,25.96,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_bea57c3e182a,tunisieannonce,0.6189,negative,0.3752,0.45,49.14,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_ca089202e44a,tunisieannonce,0.0,positive,0.3251,0.55,25.13,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_bec7f1d31bb9,tunisieannonce,0.0,positive,0.3438,0.0,12.03,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_be666b43701b,tunisieannonce,0.0,positive,0.3233,0.0,11.32,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_beb1bc493c7c,tunisieannonce,0.2778,negative,0.3567,0.2,28.6,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_bf53f6998370,tunisieannonce,0.0,positive,0.2935,0.0,10.27,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_bf6d96f96ddd,tunisieannonce,0.0,positive,0.3416,0.0,11.96,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_bfdc853f3822,tunisieannonce,0.0,positive,0.3017,0.0,10.56,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_bf6e4f628475,tunisieannonce,0.0,positive,0.398,0.3,21.43,suspect,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_bfd06f1a9049,tunisieannonce,0.2161,negative,0.3328,0.45,31.54,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_c002191db237,tunisieannonce,0.0,positive,0.3745,0.3,20.61,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_71038cd51427,tunisieannonce,0.0,positive,0.3736,0.3,20.58,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
affare_220450,affare,0.433,negative,0.4357,0.55,46.32,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
affare_259568,affare,0.0,positive,0.423,0.55,28.55,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
affare_259671,affare,0.4086,negative,0.3269,0.75,46.54,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
century21_02e0b379ff2b,century21,0.0,positive,0.3418,0.0,11.96,normal,[],xlm_roberta_mdeberta_v1,
affare_3770,affare,0.2959,negative,0.3706,0.2,29.81,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
affare_4000,affare,0.0,positive,0.3278,0.55,25.22,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_00449ec77402,century21,0.0,positive,0.3532,0.55,26.11,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_012583dc5e95,century21,0.0,positive,0.416,0.2,19.56,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
affare_4400,affare,0.0,positive,0.3449,0.0,12.07,normal,[],xlm_roberta_mdeberta_v1,
affare_7000,affare,0.367,negative,0.3247,0.55,39.79,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_031b69100d7d,century21,0.0,positive,0.3679,0.0,12.88,normal,[],xlm_roberta_mdeberta_v1,
century21_02d29ba7dc54,century21,0.0821,neutral,0.3575,0.0,15.8,normal,[],xlm_roberta_mdeberta_v1,
century21_04dfaa09ef8f,century21,0.0,positive,0.3787,0.0,13.25,normal,[],xlm_roberta_mdeberta_v1,
century21_087f12b34209,century21,0.0,positive,0.365,0.3,20.27,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
century21_084a6d73e689,century21,0.0,positive,0.3904,0.2,18.66,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_06bd1bf41367,century21,0.0,positive,0.3872,0.55,27.3,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_077f2decb003,century21,0.0925,neutral,0.4036,0.0,17.83,normal,[],xlm_roberta_mdeberta_v1,
century21_07c08a212998,century21,0.0,positive,0.3458,0.2,17.1,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_0dd2bb14d722,century21,0.0,positive,0.4017,0.0,14.06,normal,[],xlm_roberta_mdeberta_v1,
century21_1aba80c46649,century21,0.2587,negative,0.3231,0.2,26.66,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_0918ae159c1c,century21,0.0814,neutral,0.3925,0.2,21.99,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_0e6407551a27,century21,0.0774,neutral,0.3335,0.55,28.52,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_110268,century21,0.0,positive,0.2105,0.2,12.37,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_0e7abc0bd304,century21,0.0,positive,0.4208,0.0,14.73,normal,[],xlm_roberta_mdeberta_v1,
century21_0f8abe645aaa,century21,0.0,positive,0.418,0.55,28.38,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_12aa21ee2ba3,century21,0.0,positive,0.3973,0.0,13.91,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_435589163746,tunisieannonce,0.3221,negative,0.3426,0.0,24.88,suspect,[],xlm_roberta_mdeberta_v1,
century21_121d339799e8,century21,0.0,positive,0.3609,0.55,26.38,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_11d02ac0f672,century21,0.0,positive,0.3346,0.55,25.46,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_16b7287988e9,century21,0.0,positive,0.3143,0.55,24.75,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_11cb0fbf6950,century21,0.0971,neutral,0.4197,0.55,32.32,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_1474ca3bef5d,century21,0.0,positive,0.3438,0.0,12.03,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_505d29472b2a,tunisieannonce,0.0,positive,0.3165,0.2,16.08,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_196ff1aa5dc3,century21,0.0,positive,0.3424,0.0,11.98,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_43ecf99ff26a,tunisieannonce,0.0,positive,0.2933,0.0,10.27,normal,[],xlm_roberta_mdeberta_v1,
century21_191f35598ac0,century21,0.0,positive,0.3552,0.0,12.43,normal,[],xlm_roberta_mdeberta_v1,
century21_2156c0f75904,century21,0.0808,neutral,0.3391,0.0,15.1,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_f32b70a1c306,tunisieannonce,0.0,positive,0.3503,0.0,12.26,normal,[],xlm_roberta_mdeberta_v1,
century21_2150,century21,0.0,positive,0.3724,0.0,13.03,normal,[],xlm_roberta_mdeberta_v1,
century21_21015be21ea9,century21,0.0,positive,0.373,0.0,13.05,normal,[],xlm_roberta_mdeberta_v1,
century21_215c9ba276f7,century21,0.3425,negative,0.3883,0.0,27.29,suspect,[],xlm_roberta_mdeberta_v1,
century21_2307025f158c,century21,0.0,positive,0.3736,0.0,13.08,normal,[],xlm_roberta_mdeberta_v1,
mubawab_8105627,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8106603,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
century21_21f11a52cd51,century21,0.0,positive,0.3373,0.75,30.56,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
century21_241d85dc368f,century21,0.3581,negative,0.3747,0.2,32.44,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_2230fbcaa37d,century21,0.0,positive,0.272,0.2,14.52,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_26627c5819bc,century21,0.0,positive,0.3216,0.55,25.01,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_2294f82184d4,century21,0.0,positive,0.3694,0.55,26.68,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_2769d491c77a,century21,0.3716,negative,0.3493,0.0,27.09,suspect,[],xlm_roberta_mdeberta_v1,
century21_25e2d5914853,century21,0.0,positive,0.4103,0.55,28.11,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_2843b00e4c7d,century21,0.0,positive,0.352,0.0,12.32,normal,[],xlm_roberta_mdeberta_v1,
century21_2d4b5571ad61,century21,0.0,positive,0.3615,0.0,12.65,normal,[],xlm_roberta_mdeberta_v1,
century21_3e63579bc109,century21,0.3851,negative,0.3398,0.2,32.3,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_2b58507c48ad,century21,0.0787,neutral,0.3538,0.0,15.53,normal,[],xlm_roberta_mdeberta_v1,
century21_302c0dba16da,century21,0.0,positive,0.3843,0.2,18.45,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_a23998b12c08,century21,0.2726,negative,0.4089,0.0,25.22,suspect,[],xlm_roberta_mdeberta_v1,
century21_3114d82eed86,century21,0.0,positive,0.411,0.3,21.88,suspect,['urgency_detected'],xlm_roberta_mdeberta_v1,
century21_32dce02693df,century21,0.0,positive,0.355,0.2,17.42,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_3572353f854b,century21,0.0,positive,0.3436,0.0,12.03,normal,[],xlm_roberta_mdeberta_v1,
century21_353f1ebac7e7,century21,0.0,positive,0.4063,0.0,14.22,normal,[],xlm_roberta_mdeberta_v1,
century21_347f54f1f121,century21,0.3915,negative,0.3376,0.0,27.48,suspect,[],xlm_roberta_mdeberta_v1,
century21_3452f4daaec0,century21,0.0,positive,0.373,0.2,18.05,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_356e73a2bfcf,century21,0.0,positive,0.3639,0.0,12.74,normal,[],xlm_roberta_mdeberta_v1,
century21_32e1a28a66b5,century21,0.0,positive,0.3521,0.0,12.32,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_10099aacf90d,tunisieannonce,0.2412,negative,0.3317,0.0,21.26,suspect,[],xlm_roberta_mdeberta_v1,
century21_39b0e3338d5c,century21,0.2967,negative,0.3784,0.55,38.86,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_361caf169058,century21,0.0,positive,0.3973,0.0,13.91,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_43f0ba794abc,tunisieannonce,0.0,positive,0.3347,0.0,11.71,normal,[],xlm_roberta_mdeberta_v1,
century21_366a8e518bcc,century21,0.0808,neutral,0.4146,0.55,31.49,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_3dd3d5649a08,century21,0.0,positive,0.3227,0.0,11.29,normal,[],xlm_roberta_mdeberta_v1,
century21_3c8ed2535105,century21,0.0,positive,0.386,0.0,13.51,normal,[],xlm_roberta_mdeberta_v1,
century21_3cd545d39ca4,century21,0.0,positive,0.3597,0.0,12.59,normal,[],xlm_roberta_mdeberta_v1,
century21_3c1ae4d49e2c,century21,0.0,positive,0.3712,0.5,25.49,suspect,"['urgency_detected', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
century21_3d6c56be89e6,century21,0.0791,neutral,0.3681,0.2,21.05,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_15a312582d6d,tunisieannonce,0.0,positive,0.3432,0.0,12.01,normal,[],xlm_roberta_mdeberta_v1,
century21_3f9be412ebe8,century21,0.087,neutral,0.3997,0.0,17.47,normal,[],xlm_roberta_mdeberta_v1,
century21_4000,century21,0.0,positive,0.2898,0.0,10.14,normal,[],xlm_roberta_mdeberta_v1,
century21_3eeb298bd730,century21,0.0,positive,0.358,0.0,12.53,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_5866975d79f2,tunisieannonce,0.0,positive,0.3237,0.0,11.33,normal,[],xlm_roberta_mdeberta_v1,
century21_a06a868f83c9,century21,0.0,positive,0.3808,0.2,18.33,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_441acd868ad7,century21,0.0,positive,0.3593,0.0,12.58,normal,[],xlm_roberta_mdeberta_v1,
century21_4469dfee02b5,century21,0.0,positive,0.3676,0.0,12.87,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a59de41e91d3,tunisieannonce,0.3723,negative,0.3505,0.2,32.16,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_462ff2b648c9,century21,0.0814,neutral,0.4049,0.55,31.18,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_470ba187fcfe,century21,0.0811,neutral,0.3533,0.55,29.36,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_48d7fd5f468a,century21,0.0,positive,0.4056,0.5,26.7,suspect,"['urgency_detected', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
century21_4986433c866a,century21,0.0904,neutral,0.4053,0.0,17.8,normal,[],xlm_roberta_mdeberta_v1,
century21_55f3b1f1fcf3,century21,0.0,positive,0.3511,0.25,18.54,normal,['external_contact'],xlm_roberta_mdeberta_v1,
century21_4c5e7fbb0f02,century21,0.0,positive,0.3525,0.0,12.34,normal,[],xlm_roberta_mdeberta_v1,
mubawab_8134835,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
century21_4c7b3f4d179d,century21,0.0,positive,0.3334,0.35,20.42,normal,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
tunisieannonce_1c07a2a40006,tunisieannonce,0.0,positive,0.2934,0.0,10.27,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_1c52da4a4f70,tunisieannonce,0.0,positive,0.4126,0.2,19.44,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_501b93b327b8,century21,0.0,positive,0.3737,0.0,13.08,normal,[],xlm_roberta_mdeberta_v1,
century21_50636c9a39c7,century21,0.0,positive,0.3287,0.2,16.5,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_5076adb84682,century21,0.0992,neutral,0.3882,0.0,17.55,normal,[],xlm_roberta_mdeberta_v1,
century21_508fb5edc35b,century21,0.0,positive,0.3334,0.35,20.42,normal,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
century21_51be6fa113ce,century21,0.0777,neutral,0.3408,0.55,28.79,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_6da1fdfb4561,tunisieannonce,0.0,positive,0.3829,0.2,18.4,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_50ffd55154a0,century21,0.0,positive,0.3059,0.0,10.71,normal,[],xlm_roberta_mdeberta_v1,
century21_539749d7e32e,century21,0.0,positive,0.3594,0.2,17.58,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_550ea00e206f,century21,0.1012,neutral,0.4015,0.0,18.1,normal,[],xlm_roberta_mdeberta_v1,
century21_a4fafc08c751,century21,0.0837,neutral,0.3911,0.55,30.79,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_592c386e050b,century21,0.0788,neutral,0.3852,0.0,16.63,normal,[],xlm_roberta_mdeberta_v1,
century21_58c425a613bd,century21,0.0,positive,0.3961,0.0,13.86,normal,[],xlm_roberta_mdeberta_v1,
century21_565a48977ba5,century21,0.0,positive,0.3119,0.5,23.42,suspect,"['urgency_detected', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
century21_58d5e550d7ab,century21,0.0,positive,0.3263,0.0,11.42,normal,[],xlm_roberta_mdeberta_v1,
century21_59cde04c053e,century21,0.0,positive,0.3669,0.75,31.59,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
